"","Items","quantity","price","total","y"
"529","LoofahPack",5,12.1,60.5,2019-01-27
"530","Package1",1,52.7,52.7,2019-01-27
"531","BeeswaxCandle",1,27.2,27.2,2019-01-27
"532","PackTeaCandles",2,8,16,2019-01-27
"533","DreamPouch",2,18.8,37.6,2019-01-27
"534","ParisPMirror",3,6.6,19.8,2019-01-27
"535","MilanPMirror",1,5.7,5.7,2019-01-27
"536","LoofahPack",1,29.4,29.4,2019-01-27
"537","Package2",2,34.8,69.6,2019-01-27
"538","Package3",4,34.9,139.6,2019-01-27
"539","Package4",3,24.9,74.7,2019-01-27
"540","Package5",4,24.8,99.2,2019-01-27
"541","DriedBoquet1",1,49.5,49.5,2019-01-28
"542","DriedBoquet2",3,41,123,2019-01-28
"543","EucalyptSmudge",5,15.6,78,2019-01-28
"544","SageSmudge",1,16.3,16.3,2019-01-28
"545","RosePotpourri",1,12,12,2019-01-28
"546","CDiskBamboo",4,29,116,2019-01-28
"547","CDiskCoconut",3,26.9,80.7,2019-01-28
"548","SmudgeBundle",4,53.3,213.2,2019-01-28
"549","LoofahPack",5,12.1,60.5,2019-01-28
"550","Package1",1,52.7,52.7,2019-01-28
"551","BeeswaxCandle",1,27.2,27.2,2019-01-28
"552","PackTeaCandles",2,8,16,2019-01-28
"553","DreamPouch",2,18.8,37.6,2019-01-28
"554","ParisPMirror",3,6.6,19.8,2019-01-28
"555","MilanPMirror",1,5.7,5.7,2019-01-28
"556","LoofahPack",1,29.4,29.4,2019-01-28
"557","Package2",2,34.8,69.6,2019-01-28
"558","Package3",4,34.9,139.6,2019-01-28
"559","Package4",3,24.9,74.7,2019-01-28
"560","Package5",4,24.8,99.2,2019-01-28
"561","DriedBoquet1",1,49.5,49.5,2019-01-29
"562","DriedBoquet2",3,41,123,2019-01-29
"563","EucalyptSmudge",5,15.6,78,2019-01-29
"564","SageSmudge",1,16.3,16.3,2019-01-29
"565","RosePotpourri",1,12,12,2019-01-29
"566","CDiskBamboo",4,29,116,2019-01-29
"567","CDiskCoconut",3,26.9,80.7,2019-01-29
"568","SmudgeBundle",4,53.3,213.2,2019-01-29
"569","LoofahPack",5,12.1,60.5,2019-01-29
"570","Package1",1,52.7,52.7,2019-01-29
"571","BeeswaxCandle",1,27.2,27.2,2019-01-29
"572","PackTeaCandles",2,8,16,2019-01-29
"573","DreamPouch",2,18.8,37.6,2019-01-29
"574","ParisPMirror",3,6.6,19.8,2019-01-29
"575","MilanPMirror",1,5.7,5.7,2019-01-29
"576","LoofahPack",1,29.4,29.4,2019-01-29
"577","Package2",2,34.8,69.6,2019-01-29
"578","Package3",4,34.9,139.6,2019-01-29
"579","Package4",3,24.9,74.7,2019-01-29
"580","Package5",4,24.8,99.2,2019-01-29
"581","DriedBoquet1",1,49.5,49.5,2019-01-30
"582","DriedBoquet2",3,41,123,2019-01-30
"583","EucalyptSmudge",5,15.6,78,2019-01-30
"584","SageSmudge",1,16.3,16.3,2019-01-30
"585","RosePotpourri",1,12,12,2019-01-30
"586","CDiskBamboo",4,29,116,2019-01-30
"587","CDiskCoconut",3,26.9,80.7,2019-01-30
"588","SmudgeBundle",4,53.3,213.2,2019-01-30
"589","LoofahPack",5,12.1,60.5,2019-01-30
"590","Package1",1,52.7,52.7,2019-01-30
"591","BeeswaxCandle",1,27.2,27.2,2019-01-30
"592","PackTeaCandles",2,8,16,2019-01-30
"593","DreamPouch",2,18.8,37.6,2019-01-30
"594","ParisPMirror",3,6.6,19.8,2019-01-30
"595","MilanPMirror",1,5.7,5.7,2019-01-30
"596","LoofahPack",1,29.4,29.4,2019-01-30
"597","Package2",2,34.8,69.6,2019-01-30
"598","Package3",4,34.9,139.6,2019-01-30
"599","Package4",3,24.9,74.7,2019-01-30
"600","Package5",4,24.8,99.2,2019-01-30
"601","DriedBoquet1",1,49.5,49.5,2019-01-31
"602","DriedBoquet2",3,41,123,2019-01-31
"603","EucalyptSmudge",5,15.6,78,2019-01-31
"604","SageSmudge",1,16.3,16.3,2019-01-31
"605","RosePotpourri",1,12,12,2019-01-31
"606","CDiskBamboo",4,29,116,2019-01-31
"607","CDiskCoconut",3,26.9,80.7,2019-01-31
"608","SmudgeBundle",4,53.3,213.2,2019-01-31
"609","LoofahPack",5,12.1,60.5,2019-01-31
"610","Package1",1,52.7,52.7,2019-01-31
"611","BeeswaxCandle",1,27.2,27.2,2019-01-31
"612","PackTeaCandles",2,8,16,2019-01-31
"613","DreamPouch",2,18.8,37.6,2019-01-31
"614","ParisPMirror",3,6.6,19.8,2019-01-31
"615","MilanPMirror",1,5.7,5.7,2019-01-31
"616","LoofahPack",1,29.4,29.4,2019-01-31
"617","Package2",2,34.8,69.6,2019-01-31
"618","Package3",4,34.9,139.6,2019-01-31
"619","Package4",3,24.9,74.7,2019-01-31
"620","Package5",4,24.8,99.2,2019-01-31
"621","DriedBoquet1",1,49.5,49.5,2019-02-01
"622","DriedBoquet2",3,41,123,2019-02-01
"623","EucalyptSmudge",5,15.6,78,2019-02-01
"624","SageSmudge",1,16.3,16.3,2019-02-01
"625","RosePotpourri",1,12,12,2019-02-01
"626","CDiskBamboo",4,29,116,2019-02-01
"627","CDiskCoconut",3,26.9,80.7,2019-02-01
"628","SmudgeBundle",4,53.3,213.2,2019-02-01
"629","LoofahPack",5,12.1,60.5,2019-02-01
"630","Package1",1,52.7,52.7,2019-02-01
"631","BeeswaxCandle",1,27.2,27.2,2019-02-01
"632","PackTeaCandles",2,8,16,2019-02-01
"633","DreamPouch",2,18.8,37.6,2019-02-01
"634","ParisPMirror",3,6.6,19.8,2019-02-01
"635","MilanPMirror",1,5.7,5.7,2019-02-01
"636","LoofahPack",1,29.4,29.4,2019-02-01
"637","Package2",2,34.8,69.6,2019-02-01
"638","Package3",4,34.9,139.6,2019-02-01
"639","Package4",3,24.9,74.7,2019-02-01
"640","Package5",4,24.8,99.2,2019-02-01
"641","DriedBoquet1",1,49.5,49.5,2019-02-02
"642","DriedBoquet2",3,41,123,2019-02-02
"643","EucalyptSmudge",5,15.6,78,2019-02-02
"644","SageSmudge",1,16.3,16.3,2019-02-02
"645","RosePotpourri",1,12,12,2019-02-02
"646","CDiskBamboo",4,29,116,2019-02-02
"647","CDiskCoconut",3,26.9,80.7,2019-02-02
"648","SmudgeBundle",4,53.3,213.2,2019-02-02
"649","LoofahPack",5,12.1,60.5,2019-02-02
"650","Package1",1,52.7,52.7,2019-02-02
"651","BeeswaxCandle",1,27.2,27.2,2019-02-02
"652","PackTeaCandles",2,8,16,2019-02-02
"653","DreamPouch",2,18.8,37.6,2019-02-02
"654","ParisPMirror",3,6.6,19.8,2019-02-02
"655","MilanPMirror",1,5.7,5.7,2019-02-02
"656","LoofahPack",1,29.4,29.4,2019-02-02
"657","Package2",2,34.8,69.6,2019-02-02
"658","Package3",4,34.9,139.6,2019-02-02
"659","Package4",3,24.9,74.7,2019-02-02
"660","Package5",4,24.8,99.2,2019-02-02
"661","DriedBoquet1",1,49.5,49.5,2019-02-03
"662","DriedBoquet2",3,41,123,2019-02-03
"663","EucalyptSmudge",5,15.6,78,2019-02-03
"664","SageSmudge",1,16.3,16.3,2019-02-03
"665","RosePotpourri",1,12,12,2019-02-03
"666","CDiskBamboo",4,29,116,2019-02-03
"667","CDiskCoconut",3,26.9,80.7,2019-02-03
"668","SmudgeBundle",4,53.3,213.2,2019-02-03
"669","LoofahPack",5,12.1,60.5,2019-02-03
"670","Package1",1,52.7,52.7,2019-02-03
"671","BeeswaxCandle",1,27.2,27.2,2019-02-03
"672","PackTeaCandles",2,8,16,2019-02-03
"673","DreamPouch",2,18.8,37.6,2019-02-03
"674","ParisPMirror",3,6.6,19.8,2019-02-03
"675","MilanPMirror",1,5.7,5.7,2019-02-03
"676","LoofahPack",1,29.4,29.4,2019-02-03
"677","Package2",2,34.8,69.6,2019-02-03
"678","Package3",4,34.9,139.6,2019-02-03
"679","Package4",3,24.9,74.7,2019-02-03
"680","Package5",4,24.8,99.2,2019-02-03
"681","DriedBoquet1",1,49.5,49.5,2019-02-04
"682","DriedBoquet2",3,41,123,2019-02-04
"683","EucalyptSmudge",5,15.6,78,2019-02-04
"684","SageSmudge",1,16.3,16.3,2019-02-04
"685","RosePotpourri",1,12,12,2019-02-04
"686","CDiskBamboo",4,29,116,2019-02-04
"687","CDiskCoconut",3,26.9,80.7,2019-02-04
"688","SmudgeBundle",4,53.3,213.2,2019-02-04
"689","LoofahPack",5,12.1,60.5,2019-02-04
"690","Package1",1,52.7,52.7,2019-02-04
"691","BeeswaxCandle",1,27.2,27.2,2019-02-04
"692","PackTeaCandles",2,8,16,2019-02-04
"693","DreamPouch",2,18.8,37.6,2019-02-04
"694","ParisPMirror",3,6.6,19.8,2019-02-04
"695","MilanPMirror",1,5.7,5.7,2019-02-04
"696","LoofahPack",1,29.4,29.4,2019-02-04
"697","Package2",2,34.8,69.6,2019-02-04
"698","Package3",4,34.9,139.6,2019-02-04
"699","Package4",3,24.9,74.7,2019-02-04
"700","Package5",4,24.8,99.2,2019-02-04
"701","DriedBoquet1",1,49.5,49.5,2019-02-05
"702","DriedBoquet2",3,41,123,2019-02-05
"703","EucalyptSmudge",5,15.6,78,2019-02-05
"704","SageSmudge",1,16.3,16.3,2019-02-05
"705","RosePotpourri",1,12,12,2019-02-05
"706","CDiskBamboo",4,29,116,2019-02-05
"707","CDiskCoconut",3,26.9,80.7,2019-02-05
"708","SmudgeBundle",4,53.3,213.2,2019-02-05
"709","LoofahPack",5,12.1,60.5,2019-02-05
"710","Package1",1,52.7,52.7,2019-02-05
"711","BeeswaxCandle",1,27.2,27.2,2019-02-05
"712","PackTeaCandles",2,8,16,2019-02-05
"713","DreamPouch",2,18.8,37.6,2019-02-05
"714","ParisPMirror",3,6.6,19.8,2019-02-05
"715","MilanPMirror",1,5.7,5.7,2019-02-05
"716","LoofahPack",1,29.4,29.4,2019-02-05
"717","Package2",2,34.8,69.6,2019-02-05
"718","Package3",4,34.9,139.6,2019-02-05
"719","Package4",3,24.9,74.7,2019-02-05
"720","Package5",4,24.8,99.2,2019-02-05
"721","DriedBoquet1",1,49.5,49.5,2019-02-06
"722","DriedBoquet2",3,41,123,2019-02-06
"723","EucalyptSmudge",5,15.6,78,2019-02-06
"724","SageSmudge",1,16.3,16.3,2019-02-06
"725","RosePotpourri",1,12,12,2019-02-06
"726","CDiskBamboo",4,29,116,2019-02-06
"727","CDiskCoconut",3,26.9,80.7,2019-02-06
"728","SmudgeBundle",4,53.3,213.2,2019-02-06
"729","LoofahPack",5,12.1,60.5,2019-02-06
"730","Package1",1,52.7,52.7,2019-02-06
"731","BeeswaxCandle",1,27.2,27.2,2019-02-06
"732","PackTeaCandles",2,8,16,2019-02-06
"733","DreamPouch",2,18.8,37.6,2019-02-06
"734","ParisPMirror",3,6.6,19.8,2019-02-06
"735","MilanPMirror",1,5.7,5.7,2019-02-06
"736","LoofahPack",1,29.4,29.4,2019-02-06
"737","Package2",2,34.8,69.6,2019-02-06
"738","Package3",4,34.9,139.6,2019-02-06
"739","Package4",3,24.9,74.7,2019-02-06
"740","Package5",4,24.8,99.2,2019-02-06
"741","DriedBoquet1",1,49.5,49.5,2019-02-07
"742","DriedBoquet2",3,41,123,2019-02-07
"743","EucalyptSmudge",5,15.6,78,2019-02-07
"744","SageSmudge",1,16.3,16.3,2019-02-07
"745","RosePotpourri",1,12,12,2019-02-07
"746","CDiskBamboo",4,29,116,2019-02-07
"747","CDiskCoconut",3,26.9,80.7,2019-02-07
"748","SmudgeBundle",4,53.3,213.2,2019-02-07
"749","LoofahPack",5,12.1,60.5,2019-02-07
"750","Package1",1,52.7,52.7,2019-02-07
"751","BeeswaxCandle",1,27.2,27.2,2019-02-07
"752","PackTeaCandles",2,8,16,2019-02-07
"753","DreamPouch",2,18.8,37.6,2019-02-07
"754","ParisPMirror",3,6.6,19.8,2019-02-07
"755","MilanPMirror",1,5.7,5.7,2019-02-07
"756","LoofahPack",1,29.4,29.4,2019-02-07
"757","Package2",2,34.8,69.6,2019-02-07
"758","Package3",4,34.9,139.6,2019-02-07
"759","Package4",3,24.9,74.7,2019-02-07
"760","Package5",4,24.8,99.2,2019-02-07
"761","DriedBoquet1",1,49.5,49.5,2019-02-08
"762","DriedBoquet2",3,41,123,2019-02-08
"763","EucalyptSmudge",5,15.6,78,2019-02-08
"764","SageSmudge",1,16.3,16.3,2019-02-08
"765","RosePotpourri",1,12,12,2019-02-08
"766","CDiskBamboo",4,29,116,2019-02-08
"767","CDiskCoconut",3,26.9,80.7,2019-02-08
"768","SmudgeBundle",4,53.3,213.2,2019-02-08
"769","LoofahPack",5,12.1,60.5,2019-02-08
"770","Package1",1,52.7,52.7,2019-02-08
"771","BeeswaxCandle",1,27.2,27.2,2019-02-08
"772","PackTeaCandles",2,8,16,2019-02-08
"773","DreamPouch",2,18.8,37.6,2019-02-08
"774","ParisPMirror",3,6.6,19.8,2019-02-08
"775","MilanPMirror",1,5.7,5.7,2019-02-08
"776","LoofahPack",1,29.4,29.4,2019-02-08
"777","Package2",2,34.8,69.6,2019-02-08
"778","Package3",4,34.9,139.6,2019-02-08
"779","Package4",3,24.9,74.7,2019-02-08
"780","Package5",4,24.8,99.2,2019-02-08
"781","DriedBoquet1",1,49.5,49.5,2019-02-09
"782","DriedBoquet2",3,41,123,2019-02-09
"783","EucalyptSmudge",5,15.6,78,2019-02-09
"784","SageSmudge",1,16.3,16.3,2019-02-09
"785","RosePotpourri",1,12,12,2019-02-09
"786","CDiskBamboo",4,29,116,2019-02-09
"787","CDiskCoconut",3,26.9,80.7,2019-02-09
"788","SmudgeBundle",4,53.3,213.2,2019-02-09
"789","LoofahPack",5,12.1,60.5,2019-02-09
"790","Package1",1,52.7,52.7,2019-02-09
"791","BeeswaxCandle",1,27.2,27.2,2019-02-09
"792","PackTeaCandles",2,8,16,2019-02-09
"793","DreamPouch",2,18.8,37.6,2019-02-09
"794","ParisPMirror",3,6.6,19.8,2019-02-09
"795","MilanPMirror",1,5.7,5.7,2019-02-09
"796","LoofahPack",1,29.4,29.4,2019-02-09
"797","Package2",2,34.8,69.6,2019-02-09
"798","Package3",4,34.9,139.6,2019-02-09
"799","Package4",3,24.9,74.7,2019-02-09
"800","Package5",4,24.8,99.2,2019-02-09
"801","DriedBoquet1",1,49.5,49.5,2019-02-10
"802","DriedBoquet2",3,41,123,2019-02-10
"803","EucalyptSmudge",5,15.6,78,2019-02-10
"804","SageSmudge",1,16.3,16.3,2019-02-10
"805","RosePotpourri",1,12,12,2019-02-10
"806","CDiskBamboo",4,29,116,2019-02-10
"807","CDiskCoconut",3,26.9,80.7,2019-02-10
"808","SmudgeBundle",4,53.3,213.2,2019-02-10
"809","LoofahPack",5,12.1,60.5,2019-02-10
"810","Package1",1,52.7,52.7,2019-02-10
"811","BeeswaxCandle",1,27.2,27.2,2019-02-10
"812","PackTeaCandles",2,8,16,2019-02-10
"813","DreamPouch",2,18.8,37.6,2019-02-10
"814","ParisPMirror",3,6.6,19.8,2019-02-10
"815","MilanPMirror",1,5.7,5.7,2019-02-10
"816","LoofahPack",1,29.4,29.4,2019-02-10
"817","Package2",2,34.8,69.6,2019-02-10
"818","Package3",4,34.9,139.6,2019-02-10
"819","Package4",3,24.9,74.7,2019-02-10
"820","Package5",4,24.8,99.2,2019-02-10
"821","DriedBoquet1",1,49.5,49.5,2019-02-11
"822","DriedBoquet2",3,41,123,2019-02-11
"823","EucalyptSmudge",5,15.6,78,2019-02-11
"824","SageSmudge",1,16.3,16.3,2019-02-11
"825","RosePotpourri",1,12,12,2019-02-11
"826","CDiskBamboo",4,29,116,2019-02-11
"827","CDiskCoconut",3,26.9,80.7,2019-02-11
"828","SmudgeBundle",4,53.3,213.2,2019-02-11
"829","LoofahPack",5,12.1,60.5,2019-02-11
"830","Package1",1,52.7,52.7,2019-02-11
"831","BeeswaxCandle",1,27.2,27.2,2019-02-11
"832","PackTeaCandles",2,8,16,2019-02-11
"833","DreamPouch",2,18.8,37.6,2019-02-11
"834","ParisPMirror",3,6.6,19.8,2019-02-11
"835","MilanPMirror",1,5.7,5.7,2019-02-11
"836","LoofahPack",1,29.4,29.4,2019-02-11
"837","Package2",2,34.8,69.6,2019-02-11
"838","Package3",4,34.9,139.6,2019-02-11
"839","Package4",3,24.9,74.7,2019-02-11
"840","Package5",4,24.8,99.2,2019-02-11
"841","DriedBoquet1",1,49.5,49.5,2019-02-12
"842","DriedBoquet2",3,41,123,2019-02-12
"843","EucalyptSmudge",5,15.6,78,2019-02-12
"844","SageSmudge",1,16.3,16.3,2019-02-12
"845","RosePotpourri",1,12,12,2019-02-12
"846","CDiskBamboo",4,29,116,2019-02-12
"847","CDiskCoconut",3,26.9,80.7,2019-02-12
"848","SmudgeBundle",4,53.3,213.2,2019-02-12
"849","LoofahPack",5,12.1,60.5,2019-02-12
"850","Package1",1,52.7,52.7,2019-02-12
"851","BeeswaxCandle",1,27.2,27.2,2019-02-12
"852","PackTeaCandles",2,8,16,2019-02-12
"853","DreamPouch",2,18.8,37.6,2019-02-12
"854","ParisPMirror",3,6.6,19.8,2019-02-12
"855","MilanPMirror",1,5.7,5.7,2019-02-12
"856","LoofahPack",1,29.4,29.4,2019-02-12
"857","Package2",2,34.8,69.6,2019-02-12
"858","Package3",4,34.9,139.6,2019-02-12
"859","Package4",3,24.9,74.7,2019-02-12
"860","Package5",4,24.8,99.2,2019-02-12
"861","DriedBoquet1",1,49.5,49.5,2019-02-13
"862","DriedBoquet2",3,41,123,2019-02-13
"863","EucalyptSmudge",5,15.6,78,2019-02-13
"864","SageSmudge",1,16.3,16.3,2019-02-13
"865","RosePotpourri",1,12,12,2019-02-13
"866","CDiskBamboo",4,29,116,2019-02-13
"867","CDiskCoconut",3,26.9,80.7,2019-02-13
"868","SmudgeBundle",4,53.3,213.2,2019-02-13
"869","LoofahPack",5,12.1,60.5,2019-02-13
"870","Package1",1,52.7,52.7,2019-02-13
"871","BeeswaxCandle",1,27.2,27.2,2019-02-13
"872","PackTeaCandles",2,8,16,2019-02-13
"873","DreamPouch",2,18.8,37.6,2019-02-13
"874","ParisPMirror",3,6.6,19.8,2019-02-13
"875","MilanPMirror",1,5.7,5.7,2019-02-13
"876","LoofahPack",1,29.4,29.4,2019-02-13
"877","Package2",2,34.8,69.6,2019-02-13
"878","Package3",4,34.9,139.6,2019-02-13
"879","Package4",3,24.9,74.7,2019-02-13
"880","Package5",4,24.8,99.2,2019-02-13
"881","DriedBoquet1",1,49.5,49.5,2019-02-14
"882","DriedBoquet2",3,41,123,2019-02-14
"883","EucalyptSmudge",5,15.6,78,2019-02-14
"884","SageSmudge",1,16.3,16.3,2019-02-14
"885","RosePotpourri",1,12,12,2019-02-14
"886","CDiskBamboo",4,29,116,2019-02-14
"887","CDiskCoconut",3,26.9,80.7,2019-02-14
"888","SmudgeBundle",4,53.3,213.2,2019-02-14
"889","LoofahPack",5,12.1,60.5,2019-02-14
"890","Package1",1,52.7,52.7,2019-02-14
"891","BeeswaxCandle",1,27.2,27.2,2019-02-14
"892","PackTeaCandles",2,8,16,2019-02-14
"893","DreamPouch",2,18.8,37.6,2019-02-14
"894","ParisPMirror",3,6.6,19.8,2019-02-14
"895","MilanPMirror",1,5.7,5.7,2019-02-14
"896","LoofahPack",1,29.4,29.4,2019-02-14
"897","Package2",2,34.8,69.6,2019-02-14
"898","Package3",4,34.9,139.6,2019-02-14
"899","Package4",3,24.9,74.7,2019-02-14
"900","Package5",4,24.8,99.2,2019-02-14
"901","DriedBoquet1",1,49.5,49.5,2019-02-15
"902","DriedBoquet2",3,41,123,2019-02-15
"903","EucalyptSmudge",5,15.6,78,2019-02-15
"904","SageSmudge",1,16.3,16.3,2019-02-15
"905","RosePotpourri",1,12,12,2019-02-15
"906","CDiskBamboo",4,29,116,2019-02-15
"907","CDiskCoconut",3,26.9,80.7,2019-02-15
"908","SmudgeBundle",4,53.3,213.2,2019-02-15
"909","LoofahPack",5,12.1,60.5,2019-02-15
"910","Package1",1,52.7,52.7,2019-02-15
"911","BeeswaxCandle",1,27.2,27.2,2019-02-15
"912","PackTeaCandles",2,8,16,2019-02-15
"913","DreamPouch",2,18.8,37.6,2019-02-15
"914","ParisPMirror",3,6.6,19.8,2019-02-15
"915","MilanPMirror",1,5.7,5.7,2019-02-15
"916","LoofahPack",1,29.4,29.4,2019-02-15
"917","Package2",2,34.8,69.6,2019-02-15
"918","Package3",4,34.9,139.6,2019-02-15
"919","Package4",3,24.9,74.7,2019-02-15
"920","Package5",4,24.8,99.2,2019-02-15
"921","DriedBoquet1",1,49.5,49.5,2019-02-16
"922","DriedBoquet2",3,41,123,2019-02-16
"923","EucalyptSmudge",5,15.6,78,2019-02-16
"924","SageSmudge",1,16.3,16.3,2019-02-16
"925","RosePotpourri",1,12,12,2019-02-16
"926","CDiskBamboo",4,29,116,2019-02-16
"927","CDiskCoconut",3,26.9,80.7,2019-02-16
"928","SmudgeBundle",4,53.3,213.2,2019-02-16
"929","LoofahPack",5,12.1,60.5,2019-02-16
"930","Package1",1,52.7,52.7,2019-02-16
"931","BeeswaxCandle",1,27.2,27.2,2019-02-16
"932","PackTeaCandles",2,8,16,2019-02-16
"933","DreamPouch",2,18.8,37.6,2019-02-16
"934","ParisPMirror",3,6.6,19.8,2019-02-16
"935","MilanPMirror",1,5.7,5.7,2019-02-16
"936","LoofahPack",1,29.4,29.4,2019-02-16
"937","Package2",2,34.8,69.6,2019-02-16
"938","Package3",4,34.9,139.6,2019-02-16
"939","Package4",3,24.9,74.7,2019-02-16
"940","Package5",4,24.8,99.2,2019-02-16
"941","DriedBoquet1",1,49.5,49.5,2019-02-17
"942","DriedBoquet2",3,41,123,2019-02-17
"943","EucalyptSmudge",5,15.6,78,2019-02-17
"944","SageSmudge",1,16.3,16.3,2019-02-17
"945","RosePotpourri",1,12,12,2019-02-17
"946","CDiskBamboo",4,29,116,2019-02-17
"947","CDiskCoconut",3,26.9,80.7,2019-02-17
"948","SmudgeBundle",4,53.3,213.2,2019-02-17
"949","LoofahPack",5,12.1,60.5,2019-02-17
"950","Package1",1,52.7,52.7,2019-02-17
"951","BeeswaxCandle",1,27.2,27.2,2019-02-17
"952","PackTeaCandles",2,8,16,2019-02-17
"953","DreamPouch",2,18.8,37.6,2019-02-17
"954","ParisPMirror",3,6.6,19.8,2019-02-17
"955","MilanPMirror",1,5.7,5.7,2019-02-17
"956","LoofahPack",1,29.4,29.4,2019-02-17
"957","Package2",2,34.8,69.6,2019-02-17
"958","Package3",4,34.9,139.6,2019-02-17
"959","Package4",3,24.9,74.7,2019-02-17
"960","Package5",4,24.8,99.2,2019-02-17
"961","DriedBoquet1",1,49.5,49.5,2019-02-18
"962","DriedBoquet2",3,41,123,2019-02-18
"963","EucalyptSmudge",5,15.6,78,2019-02-18
"964","SageSmudge",1,16.3,16.3,2019-02-18
"965","RosePotpourri",1,12,12,2019-02-18
"966","CDiskBamboo",4,29,116,2019-02-18
"967","CDiskCoconut",3,26.9,80.7,2019-02-18
"968","SmudgeBundle",4,53.3,213.2,2019-02-18
"969","LoofahPack",5,12.1,60.5,2019-02-18
"970","Package1",1,52.7,52.7,2019-02-18
"971","BeeswaxCandle",1,27.2,27.2,2019-02-18
"972","PackTeaCandles",2,8,16,2019-02-18
"973","DreamPouch",2,18.8,37.6,2019-02-18
"974","ParisPMirror",3,6.6,19.8,2019-02-18
"975","MilanPMirror",1,5.7,5.7,2019-02-18
"976","LoofahPack",1,29.4,29.4,2019-02-18
"977","Package2",2,34.8,69.6,2019-02-18
"978","Package3",4,34.9,139.6,2019-02-18
"979","Package4",3,24.9,74.7,2019-02-18
"980","Package5",4,24.8,99.2,2019-02-18
"981","DriedBoquet1",1,49.5,49.5,2019-02-19
"982","DriedBoquet2",3,41,123,2019-02-19
"983","EucalyptSmudge",5,15.6,78,2019-02-19
"984","SageSmudge",1,16.3,16.3,2019-02-19
"985","RosePotpourri",1,12,12,2019-02-19
"986","CDiskBamboo",4,29,116,2019-02-19
"987","CDiskCoconut",3,26.9,80.7,2019-02-19
"988","SmudgeBundle",4,53.3,213.2,2019-02-19
"989","LoofahPack",5,12.1,60.5,2019-02-19
"990","Package1",1,52.7,52.7,2019-02-19
"991","BeeswaxCandle",1,27.2,27.2,2019-02-19
"992","PackTeaCandles",2,8,16,2019-02-19
"993","DreamPouch",2,18.8,37.6,2019-02-19
"994","ParisPMirror",3,6.6,19.8,2019-02-19
"995","MilanPMirror",1,5.7,5.7,2019-02-19
"996","LoofahPack",1,29.4,29.4,2019-02-19
"997","Package2",2,34.8,69.6,2019-02-19
"998","Package3",4,34.9,139.6,2019-02-19
"999","Package4",3,24.9,74.7,2019-02-19
"1000","Package5",4,24.8,99.2,2019-02-19
"1001","DriedBoquet1",1,49.5,49.5,2019-02-20
"1002","DriedBoquet2",3,41,123,2019-02-20
"1003","EucalyptSmudge",5,15.6,78,2019-02-20
"1004","SageSmudge",1,16.3,16.3,2019-02-20
"1005","RosePotpourri",1,12,12,2019-02-20
"1006","CDiskBamboo",4,29,116,2019-02-20
"1007","CDiskCoconut",3,26.9,80.7,2019-02-20
"1008","SmudgeBundle",4,53.3,213.2,2019-02-20
"1009","LoofahPack",5,12.1,60.5,2019-02-20
"1010","Package1",1,52.7,52.7,2019-02-20
"1011","BeeswaxCandle",1,27.2,27.2,2019-02-20
"1012","PackTeaCandles",2,8,16,2019-02-20
"1013","DreamPouch",2,18.8,37.6,2019-02-20
"1014","ParisPMirror",3,6.6,19.8,2019-02-20
"1015","MilanPMirror",1,5.7,5.7,2019-02-20
"1016","LoofahPack",1,29.4,29.4,2019-02-20
"1017","Package2",2,34.8,69.6,2019-02-20
"1018","Package3",4,34.9,139.6,2019-02-20
"1019","Package4",3,24.9,74.7,2019-02-20
"1020","Package5",4,24.8,99.2,2019-02-20
"1021","DriedBoquet1",1,49.5,49.5,2019-02-21
"1022","DriedBoquet2",3,41,123,2019-02-21
"1023","EucalyptSmudge",5,15.6,78,2019-02-21
"1024","SageSmudge",1,16.3,16.3,2019-02-21
"1025","RosePotpourri",1,12,12,2019-02-21
"1026","CDiskBamboo",4,29,116,2019-02-21
"1027","CDiskCoconut",3,26.9,80.7,2019-02-21
"1028","SmudgeBundle",4,53.3,213.2,2019-02-21
"1029","LoofahPack",5,12.1,60.5,2019-02-21
"1030","Package1",1,52.7,52.7,2019-02-21
"1031","BeeswaxCandle",1,27.2,27.2,2019-02-21
"1032","PackTeaCandles",2,8,16,2019-02-21
"1033","DreamPouch",2,18.8,37.6,2019-02-21
"1034","ParisPMirror",3,6.6,19.8,2019-02-21
"1035","MilanPMirror",1,5.7,5.7,2019-02-21
"1036","LoofahPack",1,29.4,29.4,2019-02-21
"1037","Package2",2,34.8,69.6,2019-02-21
"1038","Package3",4,34.9,139.6,2019-02-21
"1039","Package4",3,24.9,74.7,2019-02-21
"1040","Package5",4,24.8,99.2,2019-02-21
"1041","DriedBoquet1",1,49.5,49.5,2019-02-22
"1042","DriedBoquet2",3,41,123,2019-02-22
"1043","EucalyptSmudge",5,15.6,78,2019-02-22
"1044","SageSmudge",1,16.3,16.3,2019-02-22
"1045","RosePotpourri",1,12,12,2019-02-22
"1046","CDiskBamboo",4,29,116,2019-02-22
"1047","CDiskCoconut",3,26.9,80.7,2019-02-22
"1048","SmudgeBundle",4,53.3,213.2,2019-02-22
